season,model,n,acc,logloss,brier
2019,mlp,734,0.7452316076294278,0.5129929782175473,0.17064053910765797
2019,ensemble,734,0.7329700272479565,0.5129366296219149,0.17098029237079762
2019,cfbd_elo,734,0.7425068119891008,0.5208251190259502,0.17492464811929295
2019,market,690,0.7492753623188406,0.49096945142858334,0.1632060804971448
2019,market_plus_model,690,0.7492753623188406,0.49126695225467126,0.16329731461467895
2020,elo,508,0.7145669291338582,0.5669498452564594,0.1913888838297541
2020,pr_win,508,0.6673228346456693,0.6480360122929264,0.21819587844529725
2020,pr_margin,508,0.6830708661417323,0.6477198743065526,0.21733160742333782
2020,pr_points,508,0.6692913385826772,0.6138131710433957,0.21244804694634256
2020,pr_points_against,508,0.6712598425196851,0.6128758066815079,0.21199598097411923
2020,pr_points_keep,508,0.6830708661417323,0.5797020694795859,0.19761129843794956
2020,bradley_terry,508,0.6712598425196851,0.6045984823535994,0.2085641440028863
2020,blade_chest,508,0.6476377952755905,0.6333486076169403,0.22050231510004145
2020,gbm,508,0.7204724409448819,0.5608482548042165,0.18817115020348024
2020,mlp,508,0.7007874015748031,0.572998089828009,0.1936605978739236
2020,ensemble,508,0.7165354330708661,0.5572047080417625,0.18717022280669052
2020,cfbd_elo,508,0.7244094488188977,0.5551125437926616,0.18751538330284565
2020,market,508,0.7362204724409449,0.529995471248012,0.17743251684093575
2020,market_plus_model,508,0.7381889763779528,0.5300294508963989,0.1772579288084341
2021,elo,732,0.7090163934426229,0.5513966782746933,0.18742623194705682
2021,pr_win,732,0.6775956284153005,0.6197590552213498,0.20983146015375848
2021,pr_margin,732,0.6775956284153005,0.6124610030078306,0.21005428461624512
2021,pr_points,732,0.6816939890710383,0.5812265470619101,0.19917084204270902
2021,pr_points_against,732,0.6844262295081968,0.5805813730871339,0.19890874897729743
2021,pr_points_keep,732,0.7062841530054644,0.5621956765328369,0.19032623176031646
2021,bradley_terry,732,0.6857923497267759,0.5873264535780597,0.20130063231882453
2021,blade_chest,732,0.6912568306010929,0.5997099734473025,0.20685797174363962
2021,gbm,732,0.7226775956284153,0.5487290109822838,0.18496228650997718
2021,mlp,732,0.7199453551912568,0.5498269746551097,0.1851870930548582
2021,ensemble,732,0.7144808743169399,0.5461720759981877,0.18406879551762814
2021,cfbd_elo,732,0.7076502732240437,0.5568121150122343,0.18740734868409598
2021,market,732,0.726775956284153,0.5203189231968347,0.1741590684125809
2021,market_plus_model,732,0.726775956284153,0.5198325314476319,0.17397439364735476
2022,elo,734,0.6798365122615804,0.5943004149890543,0.20389363116621992
2022,pr_win,734,0.6689373297002725,0.6962377858367921,0.2292523435651859
2022,pr_margin,734,0.6757493188010899,0.681389248881842,0.2253239160707703
2022,pr_points,734,0.6634877384196185,0.604873034973655,0.20937763723737532
2022,pr_points_against,734,0.6634877384196185,0.6044092469941418,0.20918533971088937
2022,pr_points_keep,734,0.6811989100817438,0.5920906360904207,0.20376779524734523
2022,bradley_terry,734,0.6525885558583107,0.6130460444453767,0.2124822616792909
2022,blade_chest,734,0.6389645776566758,0.6475276759263748,0.2263267601489844
2022,gbm,734,0.6825613079019074,0.5848482309884641,0.2000350626532149
2022,mlp,734,0.6825613079019074,0.5895102478631229,0.20135940610672085
2022,ensemble,734,0.6811989100817438,0.5838446636585825,0.19996275206508188
2022,cfbd_elo,734,0.6730245231607629,0.6034602602408556,0.2053372624345008
2022,market,734,0.7275204359673024,0.5503129925847178,0.18550493719758646
2022,market_plus_model,734,0.7302452316076294,0.5494588130836201,0.18522699301328607
2023,elo,792,0.7121212121212122,0.5501472217594998,0.18570206845093898
2023,pr_win,792,0.7095959595959596,0.6087616361165913,0.20252927215672265
2023,pr_margin,792,0.7045454545454546,0.6196860463911218,0.2059928982324145
2023,pr_points,792,0.6881313131313131,0.5844136194597731,0.1999623940916968
2023,pr_points_against,792,0.6881313131313131,0.5841158659129444,0.19985187689036574
2023,pr_points_keep,792,0.7234848484848485,0.5579189736955084,0.18852158062015334
2023,bradley_terry,792,0.6843434343434344,0.5972821570748105,0.20504561488550857
2023,blade_chest,792,0.6717171717171717,0.6148409280193172,0.21271350172716602
2023,gbm,792,0.7171717171717171,0.550349425045445,0.18509488898519474
2023,mlp,792,0.7209595959595959,0.552890908678023,0.18552369320338993
2023,ensemble,792,0.7159090909090909,0.5446229606117418,0.18305761967487827
2023,cfbd_elo,792,0.7361111111111112,0.5550209871616578,0.18640317938178108
2023,market,792,0.7297979797979798,0.5096485598169306,0.17113423208237002
2023,market_plus_model,792,0.7310606060606061,0.5096802835721588,0.17103701655699655
2024,elo,798,0.6854636591478697,0.5824919049817706,0.200289139409914
2024,pr_win,798,0.6453634085213033,0.6826007542008308,0.23284591924784784
2024,pr_margin,798,0.6629072681704261,0.6677581044415957,0.22438503088207154
2024,pr_points,798,0.6390977443609023,0.612423266617595,0.21409251071696658
2024,pr_points_against,798,0.6416040100250626,0.6127538624805663,0.2142353548210063
2024,pr_points_keep,798,0.6679197994987469,0.5894930913269166,0.20393467864786494
2024,bradley_terry,798,0.6629072681704261,0.6166247971154853,0.21467162589234198
2024,blade_chest,798,0.6215538847117794,0.6569058732747457,0.23164201550255062
2024,gbm,798,0.6779448621553885,0.5729451242538448,0.1970196614578356
2024,mlp,798,0.6892230576441103,0.5770095592901779,0.19891975630612782
2024,ensemble,798,0.6917293233082706,0.5720426671419298,0.19661906701968596
2024,cfbd_elo,798,0.6704260651629073,0.5779916577309305,0.19833100192417427
2024,market,798,0.7080200501253133,0.5374660969545034,0.18281685636098483
2024,market_plus_model,798,0.7080200501253133,0.5365842954981521,0.18256876458319557
2025,elo,808,0.7165841584158416,0.5453634084307994,0.18527258008581773
2025,pr_win,808,0.6881188118811881,0.586803645540311,0.20128536200317246
2025,pr_margin,808,0.6831683168316832,0.5959518245446607,0.2044916662861218
2025,pr_points,808,0.6831683168316832,0.5807853993019287,0.20067608785503388
2025,pr_points_against,808,0.6831683168316832,0.581371531440072,0.20092442515878256
2025,pr_points_keep,808,0.7116336633663366,0.5526909659164241,0.18834819678339434
2025,bradley_terry,808,0.6881188118811881,0.5975412776888619,0.2053776034530168
2025,blade_chest,808,0.6435643564356436,0.6362345436376852,0.22179378727894913
2025,gbm,808,0.7227722772277227,0.5383926264033908,0.1821195460238134
2025,mlp,808,0.7153465346534653,0.536039966337211,0.1814655700219883
2025,ensemble,808,0.7252475247524752,0.5346533538656748,0.1807039650233193
2025,cfbd_elo,808,0.7215346534653465,0.5469962790978966,0.18490474427001444
2025,market,808,0.7363861386138614,0.5177565342854784,0.1749098983533604
2025,market_plus_model,808,0.7363861386138614,0.5179759762292924,0.1750202944709049
